url,status,http_status,word_count,title,source,date,query_family,query_id,extraction_status,extraction_method,raw_html_path,cleaned_text_path,error_message
https://www.business-standard.com/article/current-affairs/fssai-asks-states-to-ban-blending-of-mustard-oil-with-other-cooking-oil-121060901403_1.html,failed,403,,FSSAI asks states to ban blending of mustard oil with other cooking oil,business-standard.com,2021-06-09,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.sify.com/news/mumbai-dri-seizes-heroin-hidden-in-cooking-oil-cargo-news-national-vkipktbeefffg.html,failed,403,,Mumbai DRI seizes heroin hidden in cooking oil cargo,sify.com,2021-10-08,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/economy-policy/2-42-pc-of-4-461-different-edible-oils-samples-found-to-be-substandard-fssai-121122901139_1.html,failed,403,,"2.4% of 4,461 different edible oils samples found to be sub-standard: FSSAI",business-standard.com,2021-12-29,boolean,boolean_core_oils_fraud,,,,,Playwright: empty page
https://food.ndtv.com/news/samples-of-golgappa-water-coffee-found-substandard-mustard-oil-mis-branded-in-himachals-una-7069957,failed,403,,"Food Safety Alert: Substandard Golgappa Water, Coffee, And Misbranded Mustard Oil In Una",ndtv.com,2024-11-21,boolean,boolean_named_oils_fraud,,,,,Playwright: empty page
https://thelogicalindian.com/10000-kg-rotten-dates-and-adulterated-oil-seized-what-kanpurs-festival-crackdown-reveals/,success,200,48,"10,000 Kg Rotten Dates And Adulterated Oil Seized: What Kanpur’s Festival Crackdown Reveals",thelogicalindian.com,2026-02-26,boolean,boolean_core_oils_fraud,success,trafilatura,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\raw_html\redirect.whalebone.io\962e419013303811.html,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\redirect.whalebone.io\962e419013303811.txt,
https://www.ndtv.com/food/unsafe-oil-aata-worth-rs-64-lakh-busted-in-hyderabad-raids-38-arrested-in-4-months-11401791,failed,403,,"Unsafe Oil, <i>Aata</i> Worth Rs 64 Lakh Seized In Hyderabad Raids, 38 Arrested In 4 Months",ndtv.com,2026-04-24,boolean,boolean_core_oils_fraud,,,,,Playwright: empty page
https://www.business-standard.com/article/markets/india-s-series-of-interventions-arrest-domestic-spike-in-palm-oil-prices-121122401080_1.html,failed,403,,India's series of interventions arrest domestic spike in palm oil prices,business-standard.com,2021-12-24,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.newkerala.com/news/2021/181185.htm,failed,404,,Indias series of interventions arrest domestic spike in palm oil prices,newkerala.com,2021-12-27,title_only,title_oils_enforcement,,,,,HTTP 404 (playwright)
https://www.business-standard.com/article/economy-policy/indonesia-ban-on-palm-oil-exports-starting-april-28-rattles-indian-markets-122042201291_1.html,failed,403,,Indonesia ban on palm oil exports starting April 28 rattles Indian markets,business-standard.com,2022-04-22,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/international/mayhem-ensues-as-indonesia-bans-edible-oil-exports-amid-shortage-122042201027_1.html,failed,403,,'Mayhem' ensues as Indonesia bans edible oil exports amid shortage,business-standard.com,2022-04-22,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/international/palm-oil-export-ban-will-hurt-other-countries-but-necessary-indonesia-fm-122042300061_1.html,failed,403,,"Palm oil export ban will hurt other countries, but necessary: Indonesia FM",business-standard.com,2022-04-23,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/markets/soyoil-prices-surge-to-record-high-as-indonesia-bans-palm-oil-exports-122042201287_1.html,failed,403,,Soyoil prices surge to record high as Indonesia bans palm oil exports,business-standard.com,2022-04-23,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.ndtv.com/business/indonesias-exports-ban-of-palm-oil-resultant-markets-shock-report-2913113,failed,403,,Indonesia's Exports Ban Of Palm Oil; Resultant Markets Shock: Report,ndtv.com,2022-04-23,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/markets/hul-britannia-marico-dip-up-to-6-as-indonesia-bans-palm-oil-exports-122042500202_1.html,failed,403,,"HUL, Britannia, Marico drop up to 6% as Indonesia bans palm oil exports",business-standard.com,2022-04-25,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/markets/palm-oil-export-ban-adani-wilmar-sets-to-jump-10-fmcg-index-holds-50-dma-122042500331_1.html,failed,403,,"Tech view: Will Indonesia's palm oil export ban hurt HUL, Adani Wilmar?",business-standard.com,2022-04-25,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/markets/palm-oil-prices-surge-on-indonesia-ban-in-risk-to-global-food-inflation-122042500424_1.html,failed,403,,Palm oil prices surge on Indonesia ban in risk to global food inflation,business-standard.com,2022-04-25,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/markets/tech-view-will-indonesia-s-palm-oil-export-ban-hurt-hul-adani-wilmar-122042500331_1.html,failed,403,,"Tech view: Will Indonesia's palm oil export ban hurt HUL, Adani Wilmar?",business-standard.com,2022-04-25,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.firstpost.com/business/explained-indonesias-palm-oil-export-ban-india-chocolates-shampoos-soaps-costly-10597421.html,failed,403,,Explained: How Indonesia’s palm oil export ban will impact your everyday life,firstpost.com,2022-04-25,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.ndtv.com/india-news/grocery-shock-for-india-others-as-indonesia-bans-cooking-oil-exports-2921546,failed,403,,"Grocery Shock For India, Others As Indonesia Bans Cooking Oil Exports",ndtv.com,2022-04-26,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/economy-policy/indonesia-stuns-markets-by-widening-ban-to-include-cpo-refined-palm-oil-122042701175_1.html,failed,403,,"Indonesia stuns markets by widening ban to include CPO, refined palm oil",business-standard.com,2022-04-27,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.ndtv.com/business/india-bound-palm-oil-shipments-stuck-due-to-indonesia-export-ban-2928116,failed,403,,India-Bound Palm Oil Shipments Stuck Due To Indonesia Export Ban,ndtv.com,2022-04-28,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.ndtv.com/business/indonesia-also-bans-crude-refined-palm-oil-exports-in-policy-reversal-2926158,failed,403,,"Indonesia Also Bans Crude, Refined Palm Oil Exports In Policy Reversal",ndtv.com,2022-04-28,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/economy-policy/indonesian-export-ban-brings-india-s-edible-oil-dependency-back-in-focus-122051701553_1.html,failed,403,,Indonesian export ban brings India's edible oil dependency back in focus,business-standard.com,2022-05-18,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/current-affairs/top-headlines-sc-s-verdict-on-gst-indonesia-to-lift-palm-oil-export-ban-122051901146_1.html,failed,403,,Top headlines: SC's verdict on GST; Indonesia to lift palm oil export ban,business-standard.com,2022-05-19,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/economy-policy/indonesia-to-lift-palm-oil-export-ban-likely-giving-india-big-relief-122051901378_1.html,failed,403,,"Indonesia to lift palm oil export ban, likely giving India 'big relief'",business-standard.com,2022-05-19,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/international/indonesia-to-lift-palm-oil-export-ban-from-monday-says-president-122051900938_1.html,failed,403,,"Indonesia to lift palm oil export ban from Monday, says President",business-standard.com,2022-05-19,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.ndtv.com/world-news/indonesia-to-lift-ban-on-palm-oil-exports-next-week-2990839,failed,403,,Indonesia To Lift Ban On Palm Oil Exports Next Week,ndtv.com,2022-05-19,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/international/enough-to-meet-local-demand-malaysia-rules-out-cooking-oil-export-curbs-122052500122_1.html,failed,403,,'Enough to meet local demand': Malaysia rules out cooking oil export ban,business-standard.com,2022-05-25,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/economy-policy/india-s-may-palm-oil-imports-surge-to-7-month-high-despite-indonesia-s-ban-122060600356_1.html,failed,403,,India's May palm oil imports surge to 7-month high despite Indonesia's ban,business-standard.com,2022-06-06,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.ndtv.com/business/despite-indonesia-ban-indias-may-palm-oil-imports-rose-to-7-month-high-3041815,failed,403,,"Despite Indonesia Ban, India's May Palm Oil Imports Rose To 7-Month High",ndtv.com,2022-06-06,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.newkerala.com/news/2022/161869.htm,failed,404,,"Futures trading key for price risk management, says edible oil industry as SEBI extends ban",newkerala.com,2022-12-23,title_only,title_oils_enforcement,,,,,HTTP 404 (playwright)
