round_number,round_name,round_description,date_start,date_end,source_run,final_keep,final_human_label,human_review_status,human_review_source,title,source,date,url,domain,publication_date,word_count,model_final_label,model_confidence,reason,evidence_phrase,oil_role,edible_oil_terms,adulteration_action_terms,negative_terms,query_family,query_id,article_id,file_path,cleaned_text_path,article_text,llm_label,llm_confidence,llm_reason
1,round_01_mediacloud_boolean_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 22 2026, boolean + title-only + proximity queries; ghee/vanaspati excluded; human-reviewed relevance labels.",2021-01-01,2026-06-22,edible_oils_boolean_title_proximity_2026-06-22,1,relevant,human_reviewed,oil_relevance_review.xlsx:relevant,FDA seizes edible oil worth over Rs 9L | Nashik News - Times of India,indiatimes.com,2021-03-10,https://timesofindia.indiatimes.com/city/nashik/fda-seizes-edible-oil-worth-over-rs-9l/articleshow/81418956.cms,timesofindia.indiatimes.com,2021-03-10,232,relevant,1.0,LLM reading: edible oil is itself the adulterated product,"seized four tanks containing 7,000kg of refined soybean oil",adulterated_product,edible oil; soybean oil,seized; raid; raided; food safety; FDA,,title_only,title_oils_enforcement,86bac12e-b8a4-4295-bbda-5e5606b6982b,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\timesofindia.indiatimes.com\f3d9ae480d3f5c80.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\timesofindia.indiatimes.com\f3d9ae480d3f5c80.txt,"Nashik: The Food and Drugs Administration (FDA) raided an oil mill in Trimbakeshwar and seized four tanks containing 7,000kg of refined soybean oil worth over Rs 9 lakh on Monday. 
C D Salunkhe, the joint commissioner of FDA, Nashik, said they had received information that an oil mill owner was violating the government rules of manufacturing oil and not storing the edible oil in hygienic conditions.
The raid was conducted by food officers S S Deore, A U Raskar under the guidance of Salunkhe and assistant commissioner (food), zone 3, U S Lohokare.
âEdible oil is consumed extensively everywhere. Hence, it is necessary to ensure that it is sold in a way such that it is safe for consumption. Those into manufacturing should ensure that the edible oil is stored in hygienic conditions. In this case, our food safety officers found that the concerned owner was not just far from observing hygienic practices during the manufacturing process but was also selling the oil in loose, which is against the rules,â said Salunkhe. 
In certain situations, the state government relaxes the rules for selling edible oil in packed condition only. It had done so six months back. âHowever, this relaxation ended in February. Thus, it was necessary for the oil mill owner to ensure that post February, the oil he manufactured was sold only in packed condition and not in loose,â said Salunkhe.",,,
1,round_01_mediacloud_boolean_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 22 2026, boolean + title-only + proximity queries; ghee/vanaspati excluded; human-reviewed relevance labels.",2021-01-01,2026-06-22,edible_oils_boolean_title_proximity_2026-06-22,1,relevant,human_reviewed,oil_relevance_review.xlsx:relevant,Patanjali mustard oil found to be of substandard food quality: Rajasthan govt,indiatoday.in,2021-06-10,https://www.indiatoday.in/india/rajasthan/story/patanjali-mustard-oil-substandard-quality-rajasthan-govt-1812995-2021-06-10?utm_source=rss,indiatoday.in,2021-06-10,259,relevant,1.0,LLM reading: Mustard oil is itself the adulterated food product.,Mustard oil sold by Baba Ramdev’s company Patanjali has been found to be of substandard quality...,adulterated_product,mustard oil,substandard; raided; samples failed; food safety,,boolean,boolean_named_oils_fraud,0fd9131c-7e9d-40c2-86f0-cd90978f26de,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\indiatoday.in\5709e1583d3126c3.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\indiatoday.in\5709e1583d3126c3.txt,"Patanjali mustard oil found to be of substandard food quality: Rajasthan govt
According to the Rajasthan government, mustard oil sold by Baba Ramdev's company Patanjali has been found to be substandard by the Food Safety and Standards Authority Laboratory in Alwar.
Mustard oil sold by Baba Ramdev’s company Patanjali has been found to be of substandard quality, the Rajasthan government claimed on Wednesday.
According to the state government, five samples of mustard oil supplied to Patanjali by Singhania oil mill were tested. All five samples failed. They were not of the required standard or quality.
Chief Medical Officer Dr Omprakash Meena stated that the food safety of the mustard oil pouches was tested in the presence of the local administration on May 27. The test report was produced by the Food Safety and Standards Authority Laboratory in Alwar.
ALSO READ: Plea in Bihar court seeks sedition case against Baba Ramdev
Meena said that Patanjali’s mustard oil pouch and mustard oil bottle were found to be substandard food items. Sri Sri Tattva brand’s mustard oil also got the same result.
Meanwhile, Parliament brand’s mustard oil was found to be a sub-standard and false food item.
Baba Ramdev’s Patanjali is yet to issue a statement on the issue.
Around two weeks ago, Alwar collectorate officials reportedly raided Singhania oil mill on the orders of Rajasthan Chief Minister Ashok Gehlot. Large quantities of Patanjali’s packing pouches and products were recovered and the mill was sealed.
ALSO READ: Nepal stops distribution of Coronil kits gifted by Patanjali, cites lack of proof on efficacy",,,
1,round_01_mediacloud_boolean_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 22 2026, boolean + title-only + proximity queries; ghee/vanaspati excluded; human-reviewed relevance labels.",2021-01-01,2026-06-22,edible_oils_boolean_title_proximity_2026-06-22,1,relevant,human_reviewed,oil_relevance_review.xlsx:relevant,"Nagpur: Adulterated edible oil racket busted, 3 booked | Nagpur News - Times of India",indiatimes.com,2021-06-17,https://timesofindia.indiatimes.com/city/nagpur/adulterated-edible-oil-racket-busted-3-booked/articleshow/83588940.cms,timesofindia.indiatimes.com,2021-06-17,186,relevant,1.0,LLM reading: adulterated edible oil manufacturing unit and seized a huge quantity of adulterated oil being marketed as reputed brands,"28 15-litre tins of impure edible oil, fake stickers and other material",adulterated_product,edible oil,adulterated; fake; seized; raid,,boolean,boolean_core_oils_fraud,0d9a2856-24c4-4691-9b90-a08bca13e55c,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\timesofindia.indiatimes.com\f2305a15b93c4b16.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\timesofindia.indiatimes.com\f2305a15b93c4b16.txt,"NAGPUR: Tehsil police on Tuesday busted an adulterated edible oil manufacturing unit and booked three persons in this connection. 
The cops led by senior PI Jayesh Bhandarkar also seized a huge quantity of adulterated oil being marketed by labelling it as a product by reputed brands.
During the raid, police found around 28 15-litre tins of impure edible oil, fake stickers and other material.
The police have booked three â Prem Gagwani (58, a resident of Badkas Chowk, Mahal), Shankar Durugkar (47, a resident of Hiwri Nagar) and Ashok Keswani (a resident of Ambedkar Chowk, Central Avenue) under sections 51, 52 A, 63, 68A of Copyright Act. 
Police said one Sanjay Tiwari, a resident of Rathod Layout, who is representative of a reputed edible oil company, received complaints regarding rampant sale of adulterated oil under his companyâs brand name. A 15-litre oil can was being sold for Rs2,600. 
Police said the fake unit used labels and logos of genuine products to deceive consumers. âThe accused used to offer hefty commission to the shops to sell the adulterated products,â police said.
Police are carrying out further investigations.",,,
1,round_01_mediacloud_boolean_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 22 2026, boolean + title-only + proximity queries; ghee/vanaspati excluded; human-reviewed relevance labels.",2021-01-01,2026-06-22,edible_oils_boolean_title_proximity_2026-06-22,1,relevant,human_reviewed,oil_relevance_review.xlsx:relevant,SPECS presents report on adulteration in Mustard Oil,garhwalpost.in,2021-10-30,https://garhwalpost.in/specs-presents-report-on-adulteration-in-mustard-oil/,garhwalpost.in,2021-10-30,336,relevant,1.0,LLM reading: Mustard oil is itself the adulterated food product.,As many as 415 samples were found adulterated out of 469 samples of Mustard oil.,adulterated_product,mustard oil,adulterated; adulteration; spurious,,boolean,boolean_named_oils_fraud,126dd605-80a2-4c79-8f67-9c58cc4d3180,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\garhwalpost.in\2d492278c31425aa.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\garhwalpost.in\2d492278c31425aa.txt,"By Our Staff Reporter
Dehradun, 28 Oct: SPECS held a campaign on testing of adulteration in Mustard oil from June to September. Volunteers collected 469 samples from Dehradun, Vikas Nagar, Doiwala, Mussoorie, Tehri, Uttarkashi, Rishikesh, Srinagar, Rudraprayag, Joshimath, Gopeshwar, Haridwar, Jaspur, Kashipur, Rudrapur, Ram Nagar, Haldwani, Nainital, Almora and Pithoragarh. As many as 415 samples were found adulterated out of 469 samples.
This was stated at a press conference by Dr Brijmohan Sharma, Secretary, SPECS.
According to him, 100% samples were found adulterated in Mussoorie, Rudraprayag, Joshimath , Gopeshwar and Almora. Adulteration was found in Jaspur (40%), Kashipur (50%), Uttarkashi (95%), Dehradun (94%), Pithoragarh (91%), Tehri (90%), Haldwani (90%), Vikas Nagar (80%), Doiwala (80%), Nainital (71%), Srinagar (80%), Rishikesh (75%), Ram Nagar (67%), Haridwar (65%) and Rudrapur (60%).
The adulteration is due to yellow colour i.e. Metanil yellow, white oil, Castor oil, soybean and groundnut containing cheap cotton seed oil and excess percentage of hexane.
The reason for a large number of health problems is because of the food, which includes the quality of the oil the food is cooked in. Mustard oil is found adulterated with cheap argemone oil which causes dropsy, stated Dr Sharma. The slightest of adulteration can cause irritation or burns, which may not seem like a big deal immediately, but can have harsh effects in the long run.
He also described how to test mustard oil at home. Take at least one cup of oil and keep it in a refrigerator for 2-3 hours. If the oil freezes with some white content, then the oil contains adulteration. There is a rubbing test to check the quality of the mustard oil. Pour some oil on the palms and rub it. If there are any traces of colour and some chemical smell, then it means oil contains some spurious substance. Boil some oil and, if the top layer is full of effervescence means adulteration. Also, take a sample and put drops of lemon in it. If the physical condition changes, it means adulteration.",,,
1,round_01_mediacloud_boolean_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 22 2026, boolean + title-only + proximity queries; ghee/vanaspati excluded; human-reviewed relevance labels.",2021-01-01,2026-06-22,edible_oils_boolean_title_proximity_2026-06-22,1,relevant,human_reviewed,oil_relevance_review.xlsx:relevant,185 spurious mustard oil cans seized in Burrabazar | Kolkata News - Times of India,indiatimes.com,2021-11-27,https://timesofindia.indiatimes.com/city/kolkata/185-spurious-mustard-oil-cans-seized-in-burrabazar/articleshow/87938067.cms,timesofindia.indiatimes.com,2021-11-27,527,relevant,1.0,LLM reading: Mustard oil is itself the adulterated product.,The EB have seized huge stocks of adulterated mustard oil from three godowns in Burrabazar.,adulterated_product,edible oil; mustard oil; soybean oil; rice bran oil; coconut oil,adulterated; adulteration; spurious; seized; seizure; raided; banned,,boolean,boolean_core_oils_fraud,64217ea7-1449-4966-8d6d-4251d3416f7f,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\timesofindia.indiatimes.com\aebd81315c7b2fb3.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\timesofindia.indiatimes.com\aebd81315c7b2fb3.txt,"KOLKATA: The enforcement branch has raided the premises of three edible oil traders in the Posta region after receiving complaints that they were blending rice bran oil with deadly dyes and chemicals and repacking them as mustard oil and selling them at Rs 160 per litre, almost Rs 30-Rs 60 less than the market rate. The government has banned blending of mustard oil since July earlier this year.
The EB have seized huge stocks of adulterated mustard oil from three godowns in Burrabazar.
The adulteration was being carried out at special anti-chambers set up inside the godown, suspect investigators. âWe have collected the samples and sent them for testing. The accused wanted to cash in on the mustard oil price rise and were making a nice profit by using sub-standard products,â said Bidisha Kalita, DC (EB).
According to police, it was around two days back that officers from the enforcement branch carried out a special drive against blended mustard oil based on inputs from various sources. âSamples from each accused were collected after we came to know that they were selling adulterated oil at anywhere between Rs 160-Rs 165 per litre, which is not possible at present market rates if it was pure. We even found underground chambers at each godown. We suspect that mustard oil was adulterated by the accused by mixing essence, colour and low-rate-low-quality rice bran oil. This is subject to the chemical report that we are waiting for. We believe this oil was sold in bulk in the open market,â said an officer.
âOfficers from our food & edible oil section reached godowns at Strand Road where search and seizure were made at three shops and office-cum-godowns. We detained one Bikram Goel (45). As many as 105 tins filled with loose mustard oil (each tin 15 kgs) and 32 empty tins were seized from him. We also detained one Bidyut Nandi (42) and seized 35 tins filled with loose mustard oil and 15 empty tins. Manik Porel(55) was the third person to be detained. We detained 45 tins filled with loose mustard oil and 12 empty tins from Porel,â said Kalita.
The development comes at a time when the central government announced in October that it will push for more domestic rice bran oil production to counter the inflation in edible oil prices across the country. The country is witnessing record-high inflation in food prices, including in edible oils, pulses, meat and eggs, in addition to skyrocketing fuel prices. 
According to multiple studies in Kolkata, the commonly found adulterants from the chemical analysis of edible oil were found to be argemone oil, mineral oil, karanja oil and cyanide. The level of adulteration was found to be higher in unpackaged samples of mustard and soybean oil and absent in coconut oil.
Studies have also stated that adulteration was commonly practised in non-branded foods. âIncrease in consumer awareness would enable careful selection of ingredients, thereby further aiding in maintenance of good health,â a study titled âAdulteration in commonly used cooking oils of Kolkata: Evaluation of consumer perception and detection of adulterantsâ and published at the International Journal of Health Sciences & Research has recently stated.",,,
1,round_01_mediacloud_boolean_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 22 2026, boolean + title-only + proximity queries; ghee/vanaspati excluded; human-reviewed relevance labels.",2021-01-01,2026-06-22,edible_oils_boolean_title_proximity_2026-06-22,1,relevant,human_reviewed,oil_relevance_review.xlsx:relevant,"FSSAI says 2.42% of 4,461 different edible oils samples found to be of sub-standard quality",financialexpress.com,2021-12-29,https://www.financialexpress.com/industry/fssai-says-2-42-of-4461-different-edible-oils-samples-found-to-be-of-sub-standard-quality/2393346/,financialexpress.com,2021-12-29,466,relevant,1.0,LLM reading: edible oil adulteration incident,"2.42 per cent of the 4,461 samples of different edible oils from 587 districts and four metros are found to be non-compliant with safety parameters",adulterated_product,mustard oil; soybean oil; palm oil; groundnut oil; sesame oil; sunflower oil; rice bran oil; cottonseed oil; coconut oil,adulteration; misbranding; food safety; FSSAI,,boolean,boolean_oils_enforcement_evidence,6dd945a7-2197-4323-b3dc-7b84b6513e2c,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\financialexpress.com\0114535c56600ced.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\financialexpress.com\0114535c56600ced.txt,"About 2.42 per cent of the 4,461 samples of different edible oils from 587 districts and four metros are found to be non-compliant with safety parameters, food safety regulator FSSAI said on Wednesday.
Releasing the findings of a nationwide survey conducted during August 25-27, 2020, the Food Safety and Standards Authority of India (FSSAI) said states have been asked to intensify the enforcement drives to prevent the adulteration in the oils.
The ministries of agriculture and food processing industries are being requested to integrate their efforts in eliminating the problem of contaminants through implementation of good agricultural practices and/or safe handling or processing techniques, it added.
“The results from this survey indicated that out of 4,461 picked samples, 2.42 per cent (108) samples were non-compliant on account of safety parameters, which included the presence of Aflatoxins, pesticide residues and heavy metals at levels higher than those prescribed by FSSR,” the regulator said in a statement.
In the quality category, FSSAI said about 24.2 per cent (1,080) samples were non-compliant with respect to the presence of hydrocyanic acid, and failure to meet the prescribed limits of Refractive Index, BR reading, fatty acid profile and iodine value, among others, across states and Union territories.
“Non-compliance in quality parameters indicates possible adulteration or blending with other oils or materials,” it said.
Another non-compliance observed in relation to quality was the failure to meet the shelf-life standards and prescribed standards of additives, it added.
According to the survey findings, instances of oil samples failing in one or more categories were also observed in different oil types across states/UTs.
In the label misbranding category, the FSSAI said about 572 (12.8 per cent) samples were non-compliant on fortificants claim like the presence of Vitamin A and Vitamin D.
Some oil types picked up from the market had label misinformation on their labels which were non-compliant with the FSSAI labelling requirements.
A meeting with stakeholders was organised on September 9, 2021, to share the key findings of the ‘oil survey report’ and sensitise different stakeholders about the safety and quality concerns associated with different oils.
The way forward for the state food departments, oil processing companies, concerned ministries and departments was also discussed during the stakeholders’ meet.
Around 4,461 oil samples grouped into 15 different oil types were picked by the food safety officers of various states from 587 districts and four metros.
These different oils were: mustard oil, coconut oil, palm oil, blended oil, cottonseed oil, soybean oil, sunflower oil, safflower oil, groundnut oil, canola oil, rice bran oil, sesame oil, corn oil, flaxseed oil and any other non-listed oils.
These samples were sent to various FSSAI notified labs, where they were tested for safety, quality and misbranding parameters, in compliance with the existing Food Safety and Standards Regulations (FSSR), it added.",,,
1,round_01_mediacloud_boolean_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 22 2026, boolean + title-only + proximity queries; ghee/vanaspati excluded; human-reviewed relevance labels.",2021-01-01,2026-06-22,edible_oils_boolean_title_proximity_2026-06-22,1,relevant,human_reviewed,oil_relevance_review.xlsx:relevant,24% edible oil samples adulterated: FSSAI | Today News,livemint.com,2021-12-29,https://www.livemint.com/news/india/24-edible-oil-samples-adulterated-fssai-11640775486648.html,livemint.com,2021-12-29,487,relevant,1.0,"LLM reading: edible oil samples adulterated, failed quality metrics","24.2% or 1,080 samples were non-compliant on various quality metrics.",adulterated_product,edible oil; cooking oil; mustard oil; soybean oil; palm oil; groundnut oil; sesame oil; sunflower oil; rice bran oil; cottonseed oil; coconut oil,adulterated; adulteration; misbranding; samples failed; food safety; FSSAI,,boolean,boolean_core_oils_fraud,fd0a42c6-b8ad-4e5e-b5d2-29d0761a8872,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\livemint.com\c7147edb338d57bd.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\livemint.com\c7147edb338d57bd.txt,"New Delhi: India’s top food regulator, Food Safety and Standards Authority of India or FSSAI, has said 2.42% of the 4,461 cooking oil samples it tested were non-compliant on account of safety standards, while 24.2% samples failed to clear quality metrics, indicating possible adulteration of cooking oils in the market.
The FSSAI conducted a nationwide survey during 25-27 August 2020 on edible oils to assess oil safety, quality and misbranding in cooking oils sold in the market. The purpose of the survey was to assess the “ground realities” with respect to oil safety, quality and misbranding, the food safety regulator said in the findings of the survey shared with the media on Wednesday.
Following the survey, the regulator has directed states and union territories to intensify enforcement drives to prevent adulteration in edible oils.
Of 4,461 samples tested, including branded as well as loose oils, 2.42% samples were non-compliant on account of safety parameters, which included the presence of aflatoxins, pesticide residues and heavy metals at levels higher than those prescribed by the Food Safety and Standards Regulations (FSSR). Meanwhile, 24.2% or 1,080 samples were non-compliant on various quality metrics. Samples were reported to have presence of hydrocyanic acid, failed to meet the prescribed limits of refractive index, Butyro Refractometer or BR reading—that measures purity of foods like oils and fats, fatty acid profile, iodine value, etc.
“Non-compliance in quality parameters indicate possible adulteration or blending with other oils or materials. Other non-compliance observed in relation to quality were failure to meet the shelf-life standards (acid value, presence of moisture content, rancidity, peroxide value, etc.) and prescribed standards of additives—dimethylpolysiloxane as well as Tertiary butylhydroquinone,” it said.
In the label misbranding category, 572 or 12.8% samples were found to be non-compliant on fortification claims like presence of Vitamin A and Vitamin D. Some oil samples were non-compliant with FSSAI labelling requirements.
The cooking oil samples were grouped into 15 different oil types including mustard oil, coconut oil, palm oil, blended oil, cottonseed oil, soybean oil, sunflower oil, safflower oil, groundnut oil, canola oil, rice bran oil, sesame oil, corn oil, flaxseed oil and any other non-listed oils. These were collected from 587 districts across the country and four metros by food safety officers of various states and union territories. These samples were then sent to various FSSAI notified labs, where they were tested for safety, quality and misbranding parameters, in compliance with the existing FSSR.
FSSAI said that a meeting with stakeholders was organized on 9 September 2021 to discuss the key findings of the survey. All states and union territories are being asked to intensify the enforcement drives to prevent the adulteration in the oils, it said.
“Ministry of Agriculture and Farmers Welfare and Ministry of Food Processing Industries are being requested to integrate their efforts in eliminating the problem of contaminants through implementation of good agricultural practices and safe handling or processing technique,” it added.",,,
1,round_01_mediacloud_boolean_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 22 2026, boolean + title-only + proximity queries; ghee/vanaspati excluded; human-reviewed relevance labels.",2021-01-01,2026-06-22,edible_oils_boolean_title_proximity_2026-06-22,1,relevant,conflict_resolved,master_duplicate_label_conflicts.csv,â¹50-lakh Worth Edible Oil Seized | Visakhapatnam News - Times of India,indiatimes.com,2022-03-08,https://timesofindia.indiatimes.com/city/visakhapatnam/50-lakh-worth-edible-oil-seized/articleshow/90063876.cms,timesofindia.indiatimes.com,2022-03-08,71,relevant,1.0,LLM reading: edible oil is the adulterated product,"47,141 liters of edible oil from a wholesale dealer",adulterated_product,edible oil,seized; raid,,title_only,title_oils_enforcement,b14d8624-e18f-4656-90fb-fbd591b0fd91,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\timesofindia.indiatimes.com\f7bafc8b84b8808d.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\timesofindia.indiatimes.com\f7bafc8b84b8808d.txt,"VISAKHAPATNAM: Vigilance and enforcement personnel conducted raids on traders and seized 47,141 liters of edible oil from a wholesale dealer at Narsipatnam. 
The value of seized oil is estimated to be around Rs 50 lakh, said additional SP of the vigilance wing G Swaroopa Rani. 
The raid was conducted on Narsihma Murthy wholesale shop premises. Raids were also held in Yelamanchiili, Anakapalle and Poorna Market. 
In all, 16 cases were filed.",,,
1,round_01_mediacloud_boolean_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 22 2026, boolean + title-only + proximity queries; ghee/vanaspati excluded; human-reviewed relevance labels.",2021-01-01,2026-06-22,edible_oils_boolean_title_proximity_2026-06-22,1,relevant,human_reviewed,oil_relevance_review.xlsx:relevant,Fsda Busts Unit Making Adulterated Vegetable Oil | Varanasi News - Times of India,indiatimes.com,2022-05-22,https://timesofindia.indiatimes.com/city/varanasi/fsda-busts-unit-making-adulterated-vegetable-oil/articleshow/91716833.cms,timesofindia.indiatimes.com,2022-05-22,238,relevant,1.0,LLM reading: adulterated vegetable oil is the main subject of the article,adulterated oil was being packed in containers of prominent mustard and soyabean oil brands,adulterated_product,rice bran oil; vegetable oil,adulterated; seized; raid; raided; food safety; FSDA; Food Safety Officer,,boolean,boolean_oils_enforcement_evidence,cad0c95e-f99c-43bf-95e4-731ad620386c,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\timesofindia.indiatimes.com\9b0a2892e31bad2a.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\timesofindia.indiatimes.com\9b0a2892e31bad2a.txt,"Varanasi: The sleuths of food safety and drugs administration (FSDA) on Friday evening unearthed a unit in Katuapura area where adulterated oil was being packed in containers of prominent mustard and soyabean oil brands including Fortune and Saloni. 
Food safety officer Ramesh Singh said that during the raid it was found that by contaminating essence and other chemicals with rice bran oil the product was being packed in containers of different brand as mustard and soyabean oil.
Following this action Kotwali police arrested the unit owner Omprakash Jaiswal alias Puttan Sahu after lodging an FIR on the complaint of FSDA officials.
Singh said that on getting inputs regarding manufacturing of adulterated and duplicate food oil by a firm a joint team of his department and police was constituted. This team raided the firm of Puttan Sahu in Katuapura area, who ran his unit without seeking any license concerned, he added. When the unit was checked apart from rice bran oil in huge quantity, four litres of essence, 500 grams of colour, packaging materials including 147 tin containers and wrappers of Saloni, Fortune Soya health and others, five stamps for printing batch numbers and 40 litres of oil ready for sale was found in drum, he said adding, samples of each oil, essence and colour were collected for laboratory test. Cops seized oil and other material. After lodging of FIR and arrest of Sahu police had started further investigation.",,,
1,round_01_mediacloud_boolean_title_proximity,"MediaCloud Indian collections, Jan 1 2021 to Jun 22 2026, boolean + title-only + proximity queries; ghee/vanaspati excluded; human-reviewed relevance labels.",2021-01-01,2026-06-22,edible_oils_boolean_title_proximity_2026-06-22,1,relevant,human_reviewed,oil_relevance_review.xlsx:relevant,Delhi govt carrying out drive against adulteration of edible oils,theweek.in,2022-08-12,http://www.theweek.in/news/biz-tech/2022/08/12/delhi-govt-carrying-out-drive-against-adulteration-of-edible-oil.html,theweek.in,2022-08-12,258,relevant,1.0,LLM reading: edible oil adulteration drive mentioned,"Focus of this drive is to identify adulteration in multi source edible oils (MSEO) and other edible oils like soyabean oil, rice bran oil, sunflower oil, among others.",adulterated_product,mustard oil; sunflower oil; rice bran oil,adulteration; food safety; FSSAI; Food Safety Officer,,boolean,boolean_oils_enforcement_evidence,8741637c-a19b-47c1-aee7-fc3b522d3942,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\theweek.in\06d51ebc589630c2.txt,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_boolean_title_proximity_2026-06-22\mediacloud\cleaned_text\theweek.in\06d51ebc589630c2.txt,"The Delhi government on Friday said it is carrying out a drive against adulteration of edible oils and multi-source edible oils by sending samples of sweets from confectionaries to laboratories to keep a check on such practices amid the festive season.
The two-week drive started on August 1. Under this, each food safety officer (FSO) has been instructed to lift minimum of two samples per district every day, and send them to the food lab for analysis.
In a statement, the Department of Food Safety said 97 samples have been lifted so far.
""Focus of this drive is to identify adulteration in multi source edible oils (MSEO) and other edible oils like soyabean oil, rice bran oil, sunflower oil, among others. Lab reports of samples lifted is being shared with the Food Safety and Standards Authority of India (FSSAI) on regular intervals,"" the statement read.
""Furthermore, considering the ongoing festive season, the Department of Food Safety lifted samples of sweets like 'ghewar', 'khoya','burfi' and other confectionary items district-wise and sent to food laboratories for testing of any kind of adulteration,"" it added.
In May, under a special drive for mustard oil samples, a total of 70 samples were lifted and 20 samples were found in contravention of the Food Standards and Safety (FSS) Act, 2006.
The department had also conducted such drives in June against adulteration of milk and drinking water.
""A total of 63 samples of milk and 92 samples of packaged drinking water/mineral water were lifted from all 11 districts of NCT of Delhi,"" it added.",,,
