url,title,source,date,query_family,domain,crawl_status,word_count,prob,bucket,article_text
https://www.thehindu.com/news/cities/Hyderabad/pest-infested-flour-decayed-vegetables-meat-waste-found-at-hyderabads-lulu-hypermarket-during-food-safety-inspection/article70996619.ece,"Pest-infested flour, decayed vegetables, meat waste found at Hyderabad’s Lulu Hypermarket during food safety inspection",thehindu.com,2026-05-19,boolean,thehindu.com,success,277,0.8378149110748302,candidate_relevant,"Pest infestation in besan flour, atta and dals, decayed vegetables, poor hygiene conditions, clogged drains filled with meat waste and the sale of food products with expired FSSAI licences were among multiple serious violations detected by Telangana Food Safety officials during an inspection at Lulu Hypermarket in Hyderabad on Monday (May 18, 2026) following a complaint.
According to the Telangana Food Safety department, officials found widespread irregularities across the in-house kitchen, retail and butchering sections of the hypermarket during the inspection.
In the in-house kitchen area, officials observed poor hygiene conditions and the presence of pests. Decayed vegetables were found on the premises, while leftover food stored in refrigerators was discarded on the spot. Authorities also detected near-expiry packed food articles carrying torn and misleading labels.
In the retail section, insect infestation was found in besan flour, atta and dal products. Officials also identified packed food articles with expired FSSAI licences. Several labelling and display violations were observed, including the absence of nutritional information, FSSAI licence details and manufacturer addresses on food products.
In the butchering section, drains clogged with meat waste were found emitting a pungent smell, which officials said posed a serious public health concern.
As part of the enforcement action, approximately 150 kg of food items, including sweets, oils, flour, and pulses, infested with pests, were seized and disposed of. Food samples suspected of adulteration, excessive use of artificial colours and pest infestation in besan flour were collected and sent for laboratory analysis.
The department also issued a public advisory asking consumers to remain vigilant while purchasing food products from supermarkets, retail outlets, bakeries and eateries.
Published - May 19, 2026 11:41 am IST"
https://www.hindustantimes.com/cities/noida-news/gautam-budh-nagar-admin-inspects-sweet-shops-ahead-of-raksha-bandhan-101754591416255.html,Gautam Budh Nagar admin inspects sweet shops ahead of Raksha Bandhan,hindustantimes.com,2025-08-08,boolean,hindustantimes.com,success,491,0.833363990197365,candidate_relevant,"Gautam Budh Nagar admin inspects sweet shops ahead of Raksha Bandhan
Food Safety and Drug Administration Department (FSDA) has launched a district-wide crackdown on adulterated and unhygienic food items
NOIDA: With Raksha Bandhan approaching, food safety authorities in Gautam Budh Nagar have intensified inspections across sweet shops and food manufacturing units to ensure that festival food is safe and hygienic for public consumption, officials said.
On the directives of district magistrate Medha Roopam, the Food Safety and Drug Administration Department (FSDA) has launched a district-wide crackdown on adulterated and unhygienic food items.
Assistant commissioner (food-II) Sarvesh Mishra said, “Ahead of Raksha Bandhan, we have intensified food safety inspections across the district to ensure that only safe and hygienic food reaches the consumers. Samples have been sent for laboratory testing. Wherever gross violations were found, such as fungus contamination or unhygienic manufacturing conditions, we took immediate action and destroyed the unsafe products on-site.”
Officials confirmed that inspection teams collected 13 food samples for laboratory testing. Also, over 450 kilograms of contaminated sweets were destroyed due to poor hygiene and visible spoilage.
In a major operation, team led by food safety officers inspected sweet shops located in Sector 63, collecting samples of barfi and laddoo. At another unit in Chhajarsi, Noida, a rasgulla sample was taken and approximately 365 kg of sweet was destroyed as it was made in filthy and unsanitary conditions, officials added.
Mishra said at some locations, particularly smaller production units, sweets were found being prepared in highly unsanitary environments. In one instance, over 360 kg of rasgullas had to be discarded due to visible contamination. “Such conditions pose serious health risks, especially during festive seasons when consumption spikes”, added Mishra.
Meanwhile, another team conducted raids at multiple sweet shops in Jewar and Jahangirpur, collecting samples of ghewar, a festive delicacy.
A third team visited a prominent sweet store in Salarpur Bhangel and in Sector 82, collecting samples of peda and rasgulla, respectively. In Sorkha, Sector 115, samples of boondi laddoo, mohan barfi, and besan roll were taken. Fungus was found in the boondi laddoo, and another sweet item was discovered in unhygienic condition, destroying 65 kgs of laddoo and 25 kgs of barfi.
Food department officials confirmed that the department will continue surprise checks to ensure compliance with food safety standards.
In a related crackdown earlier this week across Noida, Greater Noida, and Dadri, district food safety teams seized over 340 kgs of suspect items, including refined oils and dry fruits—key ingredients in sweet preparation—for lacking proper labelling or appearing adulterated.
- Senior Correspondent, Hindustan Times. Reports on district administration, health, civic issues, and environmental concerns in Noida and Greater Noida. Graduated from MJP Rohilkhand University in 2015 and started career in journalism in 2016, at The Times of India, UP West (Bareilly, Rampur, Moradabad and Sambhal) where reported on a range of issues including crime and politics till November 2021. Working with Hindustan Times since June, 2023.Read More"
https://timesofindia.indiatimes.com/city/thiruvananthapuram/kerala-health-minister-veena-george-announces-intensified-food-safety-inspections-for-new-year/articleshow/116797482.cms,Kerala Intensifies Food Safety Inspections Ahead of New Year Celebrations | Thiruvananthapuram News,indiatimes.com,2024-12-30,boolean,timesofindia.indiatimes.com,success,248,0.8234147881174977,candidate_relevant,"THIRUVANANTHAPURAM: Health Minister Veena George said that the food safety department intensified inspections in the market in view of the New Year. Special squads of food safety officers conducted extensive inspections to ensure the quality of food items distributed during the Christmas-New Year season.
A total of 2861 inspections were completed under the leadership of 252 squads across the state. The operations of 49 establishments that did not meet the standards were suspended. Rectification notices were issued to 343 establishments. Additionally, 306 statutory samples and 743 surveillance samples were collected for testing. The inspections would continue strictly, said the minister.
Increased attention was given to ensuring food safety quality in bakeries, small enterprises, and places manufacturing cakes, wine, and other bakery items. Various raw materials used for cake production, alcoholic beverages, ice cream, sugar, and coconut oil were subjected to testing, she said.
Furthermore, the marketing centres of the most sold fish and meat products were also inspected. Inspections were conducted at fish wholesale centres under the leadership of food safety officers, and samples were collected.
The inspections were led by food safety Joint Commissioner Jacob Thomas and Deputy Commissioner S. Aji, and were coordinated by the food safety commissioner.
Stay updated with the latest news on Times of India. Don't miss the yearly horoscope 2025 and Chinese horoscope 2025 for Rat, Ox, Tiger, Rabbit, Dragon, Snake, Horse, Goat, Monkey, Rooster, Dog, and Pig zodiac signs. Spread love this holiday season with these New Year wishes and messages."
https://www.hindustantimes.com/cities/noida-news/gautam-budh-nagar-conducts-food-safety-raids-before-holi-navratri-101741028286287.html,"Gautam Budh Nagar conducts food safety raids before Holi, Navratri",hindustantimes.com,2025-03-04,boolean,hindustantimes.com,success,462,0.7312533013505962,candidate_relevant,"Gautam Budh Nagar conducts food safety raids before Holi, Navratri
Authorities have warned if food samples are found to be substandard for consumption, strict legal action will be taken against the concerned operators under 2006 Food Safety and Standards Act
The Gautam Budh Nagar district administration has launched surprise inspections and extensive sampling across the district to ensure the availability of safe and unadulterated food ahead of Holi on March 14 and the subsequent Navratri festivities, officials said on Monday.
District magistrate Manish Kumar Verma has instructed food safety officers to launch an intensive drive covering both urban and rural areas, focusing on sweets, dairy products, cooking oils, and beverages, officials said. Special emphasis has been placed on collecting samples of kuttu ka atta (buckwheat flour), widely consumed during Navratri fasting, along with other fasting staples like singhada atta (water chestnut flour) and bhagar or samak ke chawal (barnyard millet), they added.
“During festivals like Holi and Navratri, there is a surge in the consumption of traditional foods, and thus, it is imperative that these items meet safety standards to prevent any health hazards. Directives have been issued by the district administration to focus on commonly consumed items such as sweets, snacks, and beverages,” said assistant food commissioner (second), Gautam Budh Nagar, Sarvesh Kumar Mishra.
Authorities have warned that if food samples are found to be substandard or unsafe for consumption, strict legal action will be taken against the concerned operators under the Food Safety and Standards Act, 2006. The Act allows for fines of up to ₹5,00,000 for food found to be unfit for consumption, officials said.
“Adulterated food poses a serious health risk, especially during festivals when consumption surges. Surprise inspections and large-scale sampling will ensure that no unscrupulous traders compromise public health. The collected food samples will be sent for laboratory examination, and if adulteration is confirmed, heavy fines and legal action will be initiated against the offenders,” Verma said.
The Food Safety and Drug Administration (FSDA) has also urged consumers to remain vigilant by purchasing food items from reputable vendors and checking for proper labelling, including Food Safety and Standards Authority of India (FSSAI) license numbers and expiry dates. “While regulatory bodies are enhancing their monitoring activities, it is equally important for consumers to be aware and cautious. Public participation plays a pivotal role in ensuring food safety,” added Mishra.
- Senior Correspondent, Hindustan Times. Reports on district administration, health, civic issues, and environmental concerns in Noida and Greater Noida. Graduated from MJP Rohilkhand University in 2015 and started career in journalism in 2016, at The Times of India, UP West (Bareilly, Rampur, Moradabad and Sambhal) where reported on a range of issues including crime and politics till November 2021. Working with Hindustan Times since June, 2023.Read More"
https://timesofindia.indiatimes.com/city/thiruvananthapuram/21-establishments-closed-for-non-compliance-after-statewide-inspections/articleshow/117033839.cms,21 establishments closed for non-compliance after statewide inspections,indiatimes.com,2025-01-08,boolean,timesofindia.indiatimes.com,success,190,0.6949264175951267,candidate_relevant,"T'puram: Health minister Veena George said 21 establishments that did not comply with the norms were closed following inspection by the food safety department at the New Year markets across the state.
The department conducted 1,340 special inspections at bakeries, small-scale enterprises and places manufacturing cakes, wine and other bakery products. Rectification notices were issued to 182 establishments and 109 compounding notices were given. Various raw materials used for cake production, ice cream, sugar and coconut oil were checked.
A total of 39 statutory samples and 284 surveillance samples were collected for testing, she added. This is in addition to the 2,861 inspections conducted statewide by 252 squads during Christmas. Marketing centres for fish and meat products were also examined. Inspections were conducted at wholesale fish markets and samples were collected by food safety officers.
A total of 109 special squads carried out inspections in the New Year market. The minister emphasised that food safety inspections will continue to be strict. 
Check out the latest news about Delhi Elections 2025, including key constituencies such as Chandni Chowk, New Delhi, Kalkaji, Jangpura, Patparganj, Rohini, Rajinder Nagar, Greater Kailash, Okhla, and Dwarka."
https://www.thehansindia.com/andhra-pradesh/raid-conducted-on-fast-food-centers-and-hotels-for-using-adulterated-oils-891217,Raid Conducted on Fast Food Centers and Hotels for Using Adulterated Oils,thehansindia.com,2024-07-11,title_only,thehansindia.com,success,146,0.6848824337814189,candidate_relevant,"In a surprise inspection carried out by the Municipal Commissioner and Food Safety Officers, several fast food centers and hotels under Badwel Municipality were found to be using adulterated oils and tasting salt, posing a serious threat to public health.  
The raids were conducted in response to information received by the authorities about the use of harmful ingredients in the food prepared at these establishments. Banned plastic covered spoons were also seized during the inspection.  
The Municipal Commissioner issued a warning to the fast food centers and hotels, cautioning them against using food colors or oils that could potentially harm the health of consumers. Strict action will be taken against any offenders found using such harmful ingredients.  
The authorities have urged the public to be cautious and to report any suspected cases of food adulteration or unsafe practices in eateries to ensure public health and safety."
https://timesofindia.indiatimes.com/city/noida/bread-with-no-tags-seized-from-outlet-in-noida/articleshow/126278282.cms,Bread with no tags seized from outlet in Noida,indiatimes.com,2026-01-01,boolean,timesofindia.indiatimes.com,success,396,0.6659872067639765,candidate_relevant,"Noida: Over 42 kg of Italian white bread loaves without a mandatory expiry or ‘use by' date were seized from a leading fast food chain outlet, renowned for its sandwiches in Sector 121, Noida, after the food safety department intensified inspections across GB Nagar ahead of New Year celebrations.
The assistant commissioner (food), Sarvesh Kumar, said, ""The absence of expiry details amounts to a serious violation of food safety norms. A show-cause notice has been issued to the manufacturing unit supplying the bread."" He added that food items without proper labelling or expiry details pose a direct risk to consumers and clear information on shelf life is mandatory under the Food Safety and Standards Act. 
Kumar said the action was part of a coordinated enforcement drive underway ahead of New Year celebrations in the city. Multiple teams from the food safety department inspected and collected samples from restaurants, cafes and fast-food chains across Noida, Greater Noida and the Jewar area.
On Monday and Tuesday, officials collected samples of reused cooking oil, bread and dough, pizzas, rice-based preparations, milk and dairy products, sauces and beverages from well-known food outlets operating in malls, markets and highway locations. 
Inspections were conducted at Gaur City Mall in Greater Noida West, DLF Mall of India and surrounding eateries in Sector 18, Noida, as well as commercial belts in sectors 62, 74, 121, 132 and 135. Food outlets in Greater Noida, Knowledge Park and along the Yamuna Expressway were also checked.
""In all, 26 food samples were collected during the two-day drive and were sent to the laboratory for testing,"" Kumar said. ""If any sample is found to be unsafe or non-compliant with prescribed standards, strict action will be taken against the concerned establishment, including penalties and prosecution, as per the law.""
He added that enforcement action continued late into the night on both days, reflecting the administration's focus on preventive checks ahead of New Year gatherings. Improvement notices were issued at several establishments where deficiencies related to hygiene, storage practices or labelling were noticed.
During inspections on Dec 31, officials found hygiene-related deficiencies at several establishments, including food courts and standalone restaurants at Venice Mall and GIP Mall, as well as eateries in sectors 62 and 129. 
""These checks will continue through the New Year period so that residents and visitors are served safe and standard food during celebrations,"" Kumar said."
https://www.thehindu.com/news/cities/Hyderabad/food-safety-raids-at-hyderabad-bakery-brewery-uncover-expired-food-pest-infestation-hygiene-violations/article71003523.ece,"Food safety raids at Hyderabad bakery, brewery uncover expired food, pest infestation, hygiene violations",thehindu.com,2026-05-21,boolean,thehindu.com,success,215,0.6550780790811397,candidate_relevant,"Food safety inspections conducted by the Telangana Food Safety department at a bakery and a brewery in Hyderabad’s Nagole area on Wednesday (May 20) uncovered serious hygiene and food safety violations, with officials finding pest infestation, expired food products and suspected reuse of cooking oil at two establishments.
According to a press note issued by the department, inspections at Urban Monk Fine Dine and Baking in LB Nagar and Meld Haus brewery in Nagole revealed multiple violations. Officials found expired and mislabelled food products, improper food storage practices, poor sanitary conditions and suspected repeated use of cooking oil at the premises.
In a separate inspection in Karimnagar, officials detected serious violations at Ganesh Bangalore Bakery in Subhash Nagar. Food Safety officers found 750 damaged eggs that were foul-smelling and infested with houseflies. Authorities also discarded 20 kg of cakes suspected to have been prepared using the spoiled eggs.
“Expired and spoiled food articles, along with suspected reused cooking oil, were discarded on the spot during the inspections. Enforcement samples were collected from the establishments and sent for laboratory analysis,” the department said.
They further added that necessary action is being initiated against the Food Business Operators concerned under the provisions of the Food Safety and Standards Act.
Published - May 21, 2026 12:10 am IST"
https://timesofindia.indiatimes.com/city/noida/rs-46l-fines-issued-after-153-food-samples-fail-test/articleshow/116443411.cms,Rs 46L fines issued after 153 food samples fail test,indiatimes.com,2024-12-18,boolean,timesofindia.indiatimes.com,success,188,0.6321166918879063,manual_review,"Noida: After 153 of 395 food samples failed quality tests, the food safety department imposed penalties worth Rs 33 lakh on vendors in Noida and Greater Noida between April and Nov this year.
""Paneer emerged as the most adulterated product. Test results suggested 34 of the 42 samples had low-quality oils and insufficient fat content,"" said Sarvesh Kumar, assistant commissioner of food, GB Nagar.
Vendors in Noida and Greater Noida selling substandard Paneer were fined the most, almost worth Rs 13.80 lakh. The remaining fines were levied on vendors selling cereal, milk, sweets, savoury snacks and spices.
""Prosecutions were filed against all those whose food samples failed quality tests in the court of the Adjudicating Officer. Among the total samples that failed quality tests, 44 samples across different food product categories were found to be unsafe for consumption, while others were found substandard,"" added Mishra.
During inspections earlier this year, over 500 kg of milk products were found unfit for human consumption. In Noida, officials came across 45 kg of contaminated sweets at a factory in Sector 155 and 200 kg at a manufacturing unit in Sector 115."
https://www.freepressjournal.in/india/chhattisgarh-news-food-safety-department-intensifies-sweet-quality-checks-in-mahasamund-ahead-of-holi-2025,Chhattisgarh News: Food Safety Department Intensifies Sweet Quality Checks In Mahasamund Ahead Of Holi 2025,freepressjournal.in,2025-03-13,boolean,freepressjournal.in,success,216,0.6248507134485431,manual_review,"Mahasamund: With the upcoming Holi festival, the Food Safety Department has intensified efforts to ensure the quality of sweets and other food items. Under the guidance of the Commissioner of Food Safety and Collector Vinay Kumar Langeh, inspections are being carried out across the district.
Sub-Divisional Officer (Revenue) Saraipali, Namrata Choubey, along with Audit Officer and Sub-Divisional Officer (Revenue) Harishankar Packra, led an inspection in the Saraipali Development Block. Food Safety Officer Jyoti Bhanu collected samples from four establishments, including Mahalaxmi Sweets, where samples of peda and besan laddus were taken, and Communication Hotel, from where chamcham was collected.
Additionally, samples were taken from Amrit Hotel. These samples have been sent to the State Food Testing Laboratory in Kalibari, Raipur, for analysis. Further action will be taken based on the test results as per the Food Safety and Standards Act, 2006. During the inspection, Tehsildar Sridhar Panda, along with municipal and revenue department officials, was also present.
As part of the ongoing campaign, a total of 27 food samples, including sweets, edible oil, flour, gram flour, maida, cold drinks, chilli and turmeric powder, and snacks, have been collected in March 2025.
Food vendors were instructed to avoid using newspaper for serving fried foods, refrain from using harmful additives, and maintain proper hygiene standards at their establishments."
