url,final_url,download_status,http_status,download_error,extraction_status,extraction_method,word_count,raw_html_path,cleaned_text_path,title,source,date,query_family,query_id,logged_at
https://www.freepressjournal.in/indore/khandwa-over-1300-kg-ingredients-used-in-making-spurious-ghee-seized-factory-sealed-in-chhirkhel-village-4-arrested,https://www.freepressjournal.in/indore/khandwa-over-1300-kg-ingredients-used-in-making-spurious-ghee-seized-factory-sealed-in-chhirkhel-village-4-arrested,success,200,,success,trafilatura,256,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\raw_html\freepressjournal.in\e73ecc6d99ca58f1.html,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\cleaned_text\freepressjournal.in\e73ecc6d99ca58f1.txt,"KHANDWA: Over 1,300 kilograms of ingredients used in making spurious ghee seized, factory sealed in Chhirkhel village, 4 arrested",freepressjournal.in,2021-01-29,phrase,phrase_fake_ghee,2026-06-30T15:48:05.658239+00:00
https://www.newindianexpress.com/states/odisha/2021/jan/31/another-fake-ghee-and-honey-making-unit-busted-in-cuttack-2257497.html,https://www.newindianexpress.com/states/odisha/2021/jan/31/another-fake-ghee-and-honey-making-unit-busted-in-cuttack-2257497.html,success,200,,success,trafilatura,185,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\raw_html\newindianexpress.com\70f6cc9181a79202.html,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\cleaned_text\newindianexpress.com\70f6cc9181a79202.txt,Another fake ghee and honey making unit busted in Cuttack,newindianexpress.com,2021-01-31,phrase,phrase_fake_ghee,2026-06-30T15:48:07.942007+00:00
https://timesofindia.indiatimes.com/city/meerut/meerut-dairys-buy-1-get-1-offer-on-ghee-invites-fsda-raid/articleshow/81601501.cms,https://timesofindia.indiatimes.com/city/meerut/meerut-dairys-buy-1-get-1-offer-on-ghee-invites-fsda-raid/articleshow/81601501.cms,success,200,,success,trafilatura,222,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\raw_html\timesofindia.indiatimes.com\2d93eba5a4ec5558.html,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\cleaned_text\timesofindia.indiatimes.com\2d93eba5a4ec5558.txt,"Meerut dairyâs âbuy 1, get 1â offer on ghee invites FSDA raid | Meerut News - Times of India",indiatimes.com,2021-03-20,title_only,title_ghee_enforcement,2026-06-30T15:48:09.864149+00:00
https://www.freepressjournal.in/indore/indore-sub-standard-ghee-tea-leaves-seized,https://www.freepressjournal.in/indore/indore-sub-standard-ghee-tea-leaves-seized,success,200,,success,trafilatura,188,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\raw_html\freepressjournal.in\2635583ae2a3292e.html,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\cleaned_text\freepressjournal.in\2635583ae2a3292e.txt,"Indore: Sub-standard ghee, tea leaves seized",freepressjournal.in,2021-09-22,title_only,title_ghee_enforcement,2026-06-30T15:48:11.898264+00:00
https://www.freepressjournal.in/indore/madhya-pradesh-sub-standard-ghee-seized-in-indore-ahead-of-festive-season,https://www.freepressjournal.in/indore/madhya-pradesh-sub-standard-ghee-seized-in-indore-ahead-of-festive-season,success,200,,success,trafilatura,142,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\raw_html\freepressjournal.in\3f7f111a08ada541.html,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\cleaned_text\freepressjournal.in\3f7f111a08ada541.txt,Madhya Pradesh: Sub-standard ghee seized in Indore ahead of festive season,freepressjournal.in,2021-09-22,title_only,title_ghee_enforcement,2026-06-30T15:48:14.516541+00:00
https://www.freepressjournal.in/indore/indore-action-against-spurious-ediblesexpired-ghee-and-tea-leaves-worth-overrs-8-lakh-seized-manager-and-owner-booked,https://www.freepressjournal.in/indore/indore-action-against-spurious-ediblesexpired-ghee-and-tea-leaves-worth-overrs-8-lakh-seized-manager-and-owner-booked,success,200,,success,trafilatura,294,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\raw_html\freepressjournal.in\0c1323c66e8987e3.html,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\cleaned_text\freepressjournal.in\0c1323c66e8987e3.txt,Indore action against spurious edibles: Expired ghee and tea leaves worth over Rs 8 lakh seized; manager and owner booked,freepressjournal.in,2021-09-23,title_only,title_ghee_enforcement,2026-06-30T15:48:16.539431+00:00
https://www.freepressjournal.in/indore/madhya-pradesh-expired-ghee-tea-leafs-worth-over-rs-8-lakh-seized-manager-and-owner-booked,https://www.freepressjournal.in/indore/madhya-pradesh-expired-ghee-tea-leafs-worth-over-rs-8-lakh-seized-manager-and-owner-booked,success,200,,success,trafilatura,276,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\raw_html\freepressjournal.in\98ace73064c9c2e0.html,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\cleaned_text\freepressjournal.in\98ace73064c9c2e0.txt,"Madhya Pradesh: Expired ghee, tea leafs worth over Rs 8 lakh seized, manager and owner booked",freepressjournal.in,2021-09-23,title_only,title_ghee_enforcement,2026-06-30T15:48:18.661480+00:00
https://starofmysore.com/racket-selling-adulterated-nandini-ghee-busted/,https://starofmysore.com/racket-selling-adulterated-nandini-ghee-busted/,success,200,,success,trafilatura,326,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\raw_html\starofmysore.com\73edb5896918bdf1.html,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\cleaned_text\starofmysore.com\73edb5896918bdf1.txt,Racket selling adulterated Nandini ghee busted - Star of Mysore,starofmysore.com,2021-12-16,phrase,phrase_adulterated_ghee,2026-06-30T15:48:21.149866+00:00
https://starofmysore.com/adulterated-nandini-ghee-racket-case-adulterated-ghee-has-inter-state-ramifications/,https://starofmysore.com/adulterated-nandini-ghee-racket-case-adulterated-ghee-has-inter-state-ramifications/,success,200,,success,trafilatura,593,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\raw_html\starofmysore.com\aac1f79392f7536b.html,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\cleaned_text\starofmysore.com\aac1f79392f7536b.txt,Adulterated Nandini ghee racket case: Adulterated ghee has inter-State ramifications - Star of Mysore,starofmysore.com,2021-12-17,phrase,phrase_adulterated_ghee,2026-06-30T15:48:23.253412+00:00
https://starofmysore.com/adulterated-nandini-ghee-unit-at-hosahundi-racketeers-had-blessings-of-mymul-staff-officers/,https://starofmysore.com/adulterated-nandini-ghee-unit-at-hosahundi-racketeers-had-blessings-of-mymul-staff-officers/,success,200,,success,trafilatura,597,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\raw_html\starofmysore.com\affbdb37f9aaab5c.html,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\cleaned_text\starofmysore.com\affbdb37f9aaab5c.txt,"Adulterated Nandini ghee unit at Hosahundi: Racketeers had blessings of MyMUL staff, officers - Star of Mysore",starofmysore.com,2021-12-22,phrase,phrase_adulterated_ghee,2026-06-30T15:48:25.880116+00:00
